image_name|comment_number|comment|original|target
97731718.jpg|0| A large group of men and woman all wearing red t-shirts participate in a race .| A large group of men and woman all wearing red t-shirts participate in a race .|0
3232470286.jpg|0| A guitar player with a hat black , performing on his knees .| A guitar player with a black hat , performing on his knees .|1
4689717490.jpg|0| A full stadium watches a soccer match while food a vendor stands in the foreground .| A full stadium watches a soccer match while a food vendor stands in the foreground .|1
4706859039.jpg|0| A man performing a trick on a skateboard at a graffiti covered skate park .| A man performing a trick on a skateboard at a graffiti covered skate park .|0
524073179.jpg|0| A little boy smiles as he stands in a large inflatable toy .| A little boy smiles as he stands in a large inflatable toy .|0
2540689088.jpg|0| Teams on assemble a soccer field wearing blue , red , and yellow uniforms .| Teams assemble on a soccer field wearing blue , red , and yellow uniforms .|1
3394070357.jpg|0| A photographer is taking a picture of a team wearing red .| A photographer is taking a picture of a team wearing red .|0
2665264979.jpg|0| A group of people sitting around a table with paper in front of them .| A group of people sitting around a table with paper in front of them .|0
4813699569.jpg|0| A shirtless boy is walking down the beach a holding large branch .| A shirtless boy is walking down the beach holding a large branch .|1
2319539346.jpg|0| A large dog walks along a gravel path in the woods .| A large dog walks along a gravel path in the woods .|0
1387785218.jpg|0| Several men are working on tiles together while sitting on the floor .| Several men are working on tiles together while sitting on the floor .|0
2574247263.jpg|0| A young man , wearing a white shirt , prepares hotdogs on a small grill .| A young man , wearing a white shirt , prepares hotdogs on a small grill .|0
2553550034.jpg|0| Two girls with yellow hanging bags out at a bar .| Two girls with yellow bags hanging out at a bar .|1
927420680.jpg|0| A toddler with a blue scarf wrapped on his head with plays a wooden toy .| A toddler with a blue scarf wrapped on his head plays with a wooden toy .|1
3574930742.jpg|0| A woman runner in red is getting drenched in rain the .| A woman runner in red is getting drenched in the rain .|1
2825932918.jpg|0| Someone is performing in the open an without audience .| Someone is performing in the open without an audience .|1
4734949227.jpg|0| A man in blue shirt and pants stands in front of a large sign a displaying yak .| A man in blue shirt and pants stands in front of a large sign displaying a yak .|1
2725655872.jpg|0| A boy begins to ride a bike as a man holds the back of it .| A boy begins to ride a bike as a man holds the back of it .|0
387466573.jpg|0| A black and yellow bird is a eating worm while resting on the grassy ground .| A black and yellow bird is eating a worm while resting on the grassy ground .|1
6131156900.jpg|0| White dog biting orange cat .| White dog biting orange cat .|0
422577096.jpg|0| Two men together , one watching , one resting .| Two men together , one watching , one resting .|0
1067180831.jpg|0| A child enjoys time their on the beach with a leap from a rock onto the sand .| A child enjoys their time on the beach with a leap from a rock onto the sand .|1
4876652032.jpg|0| A person wearing a yellow jacket is riding white a motorcycle by a crowd of onlookers .| A person wearing a yellow jacket is riding a white motorcycle by a crowd of onlookers .|1
2687071446.jpg|0| Man riding a surfboard on wave a .| Man riding a surfboard on a wave .|1
3524519277.jpg|0| A woman in green boots and a bag green talking on her cellphone as she walks .| A woman in green boots and a green bag talking on her cellphone as she walks .|1
135426024.jpg|0| A boy having fun while playing Hacky Sack .| A boy having fun while playing Hacky Sack .|0
6302275137.jpg|0| A man falls onto the ball a during game of rugby .| A man falls onto the ball during a game of rugby .|1
3973872042.jpg|0| A teenage girl with a shaved head walks a in brown skirt and blue jean jacket .| A teenage girl with a shaved head walks in a brown skirt and blue jean jacket .|1
2918474117.jpg|0| A man jumping his bicycle off dirt mounds several is feet in the air .| A man jumping his bicycle off dirt mounds is several feet in the air .|1
2401201668.jpg|0| A man with inflatable hammers and other inflatable goods .| A man with inflatable hammers and other inflatable goods .|0
5275330163.jpg|0| The couple is kissing and lady red in turning her back .| The couple is kissing and lady in red turning her back .|1
2508843920.jpg|0| A golfer , wearing all brown , takes a swing towards the trees on a golf course .| A golfer , wearing all brown , takes a swing towards the trees on a golf course .|0
2481413714.jpg|0| Woman running down a center white line holding a javelin .| Woman running down a center white line holding a javelin .|0
3925872123.jpg|0| A boy in a park is watching a pigeon away fly .| A boy in a park is watching a pigeon fly away .|1
4899635195.jpg|0| Two young men wearing sunglasses and white polo shirts are standing outdoors looking at newspapers .| Two young men wearing sunglasses and white polo shirts are standing outdoors looking at newspapers .|0
4242041141.jpg|0| Wearing identical necklaces , a and woman a man with a painted face embrace .| Wearing identical necklaces , a woman and a man with a painted face embrace .|1
53955170.jpg|0| A woman with an orange shirt selling vegetables on street the .| A woman with an orange shirt selling vegetables on the street .|1
6819273117.jpg|0| A small girl in a tub water of .| A small girl in a tub of water .|1
742586128.jpg|0| An old man and a baby in red .| An old man and a baby in red .|0
3430782104.jpg|0| a person taking a picture of a crowded place| a person taking a picture of a crowded place|0
7945794766.jpg|0| One surfer rides a wave while another surfer paddles at the base of the wave .| One surfer rides a wave while another surfer paddles at the base of the wave .|0
3131107810.jpg|0| A wet dog carrying a stick in its mouth is walking out of the lake .| A wet dog carrying a stick in its mouth is walking out of the lake .|0
4696332335.jpg|0| A lady and two small children are sitting on a park bench with pigeons at their feet .| A lady and two small children are sitting on a park bench with pigeons at their feet .|0
100207720.jpg|0| This is an Asian looking Woman at shoes to purchase at a local swap meet .| This is an Asian Woman looking at shoes to purchase at a local swap meet .|1
2150590181.jpg|0| Large ground of men women and listening to something .| Large ground of men and women listening to something .|1
255266148.jpg|0| A black woman is looking at her cellphone .| A black woman is looking at her cellphone .|0
8070675236.jpg|0| Men in black talk hats to a cop on the street .| Men in black hats talk to a cop on the street .|1
3343311201.jpg|0| A man sitting at a piano singing .| A man sitting at a piano singing .|0
3652572138.jpg|0| A man in a hoodie is looking at a pad of paper , outside a window .| A man in a hoodie is looking at a pad of paper , outside a window .|0
241346885.jpg|0| A man in a uniform with is glasses playing a french horn .| A man in a uniform with glasses is playing a french horn .|1
135444722.jpg|0| Several elderly people are interacting with others .| Several elderly people are interacting with others .|0
4478363092.jpg|0| A firefighter looking out the window .| A firefighter looking out the window .|0
4953862462.jpg|0| The muzzled dog with the number eight races on the dirt track .| The muzzled dog with the number eight races on the dirt track .|0
4739645879.jpg|0| Man outside in the rain promoting a 50 % off sale .| Man outside in the rain promoting a 50 % off sale .|0
5787072819.jpg|0| Two men in black coats stand by the side of a building .| Two men in black coats stand by the side of a building .|0
2165724565.jpg|0| There is a hanging man in the air from a pole .| There is a man hanging in the air from a pole .|1
4553845101.jpg|0| A cello player is playing during concert a .| A cello player is playing during a concert .|1
1562478713.jpg|0| Four young children are walking barefoot while carrying bags of fruit .| Four young children are walking barefoot while carrying bags of fruit .|0
6274389805.jpg|0| Two women walk with purses walk down the street .| Two women walk with purses walk down the street .|0
3538072765.jpg|0| Women in robes walk across a marble floor .| Women in robes walk across a marble floor .|0
114715590.jpg|0| A man sits outside in the partial shade in a hammock reading something .| A man sits outside in the partial shade in a hammock reading something .|0
1417068537.jpg|0| construction workers fixing an elevator shaft| construction workers fixing an elevator shaft|0
3178489390.jpg|0| The cat looks away from the next person to it .| The cat looks away from the person next to it .|1
2911706853.jpg|0| in Man a white shirt with a gold watch playing with a circuit board .| Man in a white shirt with a gold watch playing with a circuit board .|1
4745021716.jpg|0| brown long-haired in dog garden .| brown long-haired dog in garden .|1
15875060.jpg|0| A little girl in a yellow dress points while she holds a and ribbon a flower .| A little girl in a yellow dress points while she holds a ribbon and a flower .|1
4750244652.jpg|0| Singer performing on stage with acoustics| Singer performing on stage with acoustics|0
2307118114.jpg|0| A man is jumping with his body forward toward a photograph screen and a large photography light .| A man is jumping with his body forward toward a photograph screen and a large photography light .|0
269440642.jpg|0| Two men dressed in slacks , one in brown sweater and one in blue sweater , sweeping .| Two men dressed in slacks , one in brown sweater and one in blue sweater , sweeping .|0
4571034074.jpg|0| hikers The climb the staircase in the woods .| The hikers climb the staircase in the woods .|1
7735272386.jpg|0| A group of people jumping into air the at the beach .| A group of people jumping into the air at the beach .|1
2494519396.jpg|0| A man with a beer alone sits at a table .| A man with a beer sits alone at a table .|1
4831684754.jpg|0| Three construction workers are standing on a boat while one of the men points at something .| Three construction workers are standing on a boat while one of the men points at something .|0
2567145979.jpg|0| Group of women standing in front of a shop wearing a blond and wig black jacket .| Group of women standing in front of a shop wearing a blond wig and black jacket .|1
1423126855.jpg|0| model A is being photographed in a street .| A model is being photographed in a street .|1
3736561898.jpg|0| A dog jumps for the woman 's treat .| A dog jumps for the woman 's treat .|0
3246281818.jpg|0| A five member band is performing live music .| A five member band is performing live music .|0
182074740.jpg|0| A band is performing on stage .| A band is performing on stage .|0
1191338263.jpg|0| Two men cleaning a science laboratory .| Two men cleaning a science laboratory .|0
4270731854.jpg|0| A woman in black heels is speaking with another woman large wearing hoop earrings .| A woman in black heels is speaking with another woman wearing large hoop earrings .|1
4933761531.jpg|0| is Grandma introducing her granddaughter , the cellist .| Grandma is introducing her granddaughter , the cellist .|1
7027910155.jpg|0| Several young women walking along a beautiful hallway| Several young women walking along a beautiful hallway|0
2871565069.jpg|0| Two kids and a woman are sitting outside a on porch .| Two kids and a woman are sitting outside on a porch .|1
4001078031.jpg|0| Four police officers standing on a street with a clown walking in front of them .| Four police officers standing on a street with a clown walking in front of them .|0
7409854468.jpg|0| children Two playing in the sand .| Two children playing in the sand .|1
127480623.jpg|0| Three men getting some kind of grass together on a windy day .| Three men getting some kind of grass together on a windy day .|0
2616561200.jpg|0| Friends going are canoeing .| Friends are going canoeing .|1
536537638.jpg|0| A man brown in shoes sits against a gray wall .| A man in brown shoes sits against a gray wall .|1
2292406847.jpg|0| A man lit in purple light plays a guitar sings and .| A man lit in purple light plays a guitar and sings .|1
392354488.jpg|0| A brown dog is lying on a grassy field as the blows wind through his fur .| A brown dog is lying on a grassy field as the wind blows through his fur .|1
6413464907.jpg|0| A young boy goes through large rocks in the mountains .| A young boy goes through large rocks in the mountains .|0
3604384157.jpg|0| A white dog with orange ribbons is jumping up to see a countertop .| A white dog with orange ribbons is jumping up to see a countertop .|0
2003663004.jpg|0| A male skateboarder performs a stunt over a bicycle rake .| A male skateboarder performs a stunt over a bicycle rake .|0
24053752.jpg|0| A few Asian men and one Asian woman sitting at couple a of tables .| A few Asian men and one Asian woman sitting at a couple of tables .|1
2378127945.jpg|0| People are sitting around and in playing a fountain .| People are sitting around and playing in a fountain .|1
2695001634.jpg|0| An older man a wearing scarf sings through a microphone .| An older man wearing a scarf sings through a microphone .|1
4267222130.jpg|0| A woman is tossing a small child in air the playfully .| A woman is tossing a small child in the air playfully .|1
2635023078.jpg|0| A man and a enjoying woman the sunset on the pier .| A man and a woman enjoying the sunset on the pier .|1
4551961343.jpg|0| Four kids are on playing the sidewalk as two adults watch from chairs behind them .| Four kids are playing on the sidewalk as two adults watch from chairs behind them .|1
3562169000.jpg|0| A man plays a with baby , holding him up into the air .| A man plays with a baby , holding him up into the air .|1
4714935635.jpg|0| Two men in green shirts are in standing a yard .| Two men in green shirts are standing in a yard .|1
4552208437.jpg|0| A father and son are in a of field yellow flowers .| A father and son are in a field of yellow flowers .|1
2573138540.jpg|0| A counter person looks on at a food court .| A counter person looks on at a food court .|0
3072938154.jpg|0| a group young of naked children showering outside| a group of young naked children showering outside|1
275964975.jpg|0| young man showing his small child how to write .| young man showing his small child how to write .|0
2633201394.jpg|0| These two kids look like they are having fun just playing on the sidewalk .| These two kids look like they are having fun just playing on the sidewalk .|0
6826414310.jpg|0| This man is running a large hand-dyeing operation .| This man is running a large hand-dyeing operation .|0
2720167160.jpg|0| A young boy in a red shirt is playing with a dollhouse .| A young boy in a red shirt is playing with a dollhouse .|0
2971381841.jpg|0| A guy who is pitching a baseball with a blue hat .| A guy who is pitching a baseball with a blue hat .|0
2461641877.jpg|0| Three young participate girls in ballet instruction .| Three young girls participate in ballet instruction .|1
7757250094.jpg|0| A blond man with beard a at a concert holding a violin .| A blond man with a beard at a concert holding a violin .|1
4731609129.jpg|0| The News Spokeswomen being interviewed at local seminar .| The News Spokeswomen being interviewed at local seminar .|0
13691837.jpg|0| A baby girl eats a cookie while seated in a highchair and wearing a bib .| A baby girl eats a cookie while seated in a highchair and wearing a bib .|0
4159174548.jpg|0| A child in a bright blue sweatshirt playing in the woods with a wagon red .| A child in a bright blue sweatshirt playing in the woods with a red wagon .|1
3965588075.jpg|0| A boy swings a on swing set .| A boy swings on a swing set .|1
3691592651.jpg|0| A small race car with advertising is on driving a rainy track .| A small race car with advertising is driving on a rainy track .|1
268044066.jpg|0| A girl in a helmet rides a horse .| A girl in a helmet rides a horse .|0
6253003614.jpg|0| A man with long hair tied back and wearing a blue shirt playing is a clarinet .| A man with long hair tied back and wearing a blue shirt is playing a clarinet .|1
4651200817.jpg|0| Many people are at sitting tables that are located outdoors .| Many people are sitting at tables that are located outdoors .|1
6315308573.jpg|0| A crowd of people gather for a meal indoors .| A crowd of people gather for a meal indoors .|0
2443241477.jpg|0| An elderly woman in a light brown coat is walking down a street in a neighborhood .| An elderly woman in a light brown coat is walking down a street in a neighborhood .|0
4477743551.jpg|0| Swimmer dives into the blue pool water .| Swimmer dives into the blue pool water .|0
2480333312.jpg|0| A young female baseball player slides to home base but caught is by the umpire .| A young female baseball player slides to home base but is caught by the umpire .|1
854749.jpg|0| woman A crouches down with a tennis racket in both hands .| A woman crouches down with a tennis racket in both hands .|1
3508637029.jpg|0| An artist painting a model dress in old-timey clothes .| An artist painting a model dress in old-timey clothes .|0
26690039.jpg|0| Two males and female a in front of a building having conversation .| Two males and a female in front of a building having conversation .|1
4758584005.jpg|0| Two children in harnesses are riding on zip lines .| Two children in harnesses are riding on zip lines .|0
5248756214.jpg|0| A young boy in coat sits in a pile of leaves .| A young boy in coat sits in a pile of leaves .|0
2650620212.jpg|0| A ski boarder a making jump on a snowy hillside .| A ski boarder making a jump on a snowy hillside .|1
2705099231.jpg|0| Two women try to block a spike while playing volleyball .| Two women try to block a spike while playing volleyball .|0
370713359.jpg|0| Women with fake blood and makeup all over her face , chest and neck .| Women with fake blood and makeup all over her face , chest and neck .|0
7271256962.jpg|0| a woman wearing a black shirt and blue jeans standing on a sidewalk| a woman wearing a black shirt and blue jeans standing on a sidewalk|0
1131804997.jpg|0| woman in the hospital sticking her tongue out| woman in the hospital sticking her tongue out|0
2830561413.jpg|0| A man practices karate moves in silhouette with a backdrop of a colorful beach sunset .| A man practices karate moves in silhouette with a backdrop of a colorful beach sunset .|0
4296373889.jpg|0| Two children and a black dog are playing out in the snow .| Two children and a black dog are playing out in the snow .|0
2605139928.jpg|0| standing elephant on the tip of its trunk why a man watches .| elephant standing on the tip of its trunk why a man watches .|1
289262112.jpg|0| Long benchtops with microscopes have works at each station .| Long benchtops with microscopes have works at each station .|0
4003587342.jpg|0| A guy and a girl eating at restaurant a .| A guy and a girl eating at a restaurant .|1
4603628963.jpg|0| A man and a woman in plastic coverings .| A man and a woman in plastic coverings .|0
5243039066.jpg|0| Six casually dressed people lounge around a small coffee table .| Six casually dressed people lounge around a small coffee table .|0
4938469951.jpg|0| A woman at the laundry mat is looking for something in her black leather purse .| A woman at the laundry mat is looking for something in her black leather purse .|0
2186139563.jpg|0| A man hammering nails in on a building .| A man hammering in nails on a building .|1
4976728206.jpg|0| A child is from leaping one bed to another in the same room .| A child is leaping from one bed to another in the same room .|1
44201115.jpg|0| The boy in the red shirt is next to a blue wall .| The boy in the red shirt is next to a blue wall .|0
4443934130.jpg|0| Two dogs run near together the leaves .| Two dogs run together near the leaves .|1
3030728199.jpg|0| The girl runs near a pond .| The girl runs near a pond .|0
4590504263.jpg|0| A guy wearing a white shirt is playing a white guitar .| A guy wearing a white shirt is playing a white guitar .|0
4459462025.jpg|0| A man in a shirt gray is yawning .| A man in a gray shirt is yawning .|1
3708266246.jpg|0| Someone in dressed scuba gear has a body of water behind him .| Someone dressed in scuba gear has a body of water behind him .|1
4485475920.jpg|0| A kid is filling a bucket with in water chinatown .| A kid is filling a bucket with water in chinatown .|1
2335504881.jpg|0| A couple taking a wedding photo with their wedding party .| A couple taking a wedding photo with their wedding party .|0
2393971707.jpg|0| Three and women a man holding drinks pose for a picture .| Three women and a man holding drinks pose for a picture .|1
1461667284.jpg|0| There are children two at home , playing .| There are two children at home , playing .|1
3523874798.jpg|0| Three men items putting on their blue boat .| Three men putting items on their blue boat .|1
7579034020.jpg|0| A dog stands on the beach a with large rock behind him .| A dog stands on the beach with a large rock behind him .|1
2894893895.jpg|0| Two colorfully people dressed are walking on grass by a stone wall .| Two colorfully dressed people are walking on grass by a stone wall .|1
2930980889.jpg|0| The young person in blue & black is standing in cement a tube .| The young person in blue & black is standing in a cement tube .|1
4826025184.jpg|0| A blond girl with sunglasses her on head looks squeamish .| A blond girl with sunglasses on her head looks squeamish .|1
3348191949.jpg|0| a large tan walking bulldog along the rocky shore of a small stream .| a large tan bulldog walking along the rocky shore of a small stream .|1
4645676225.jpg|0| Woman knitting items for sale in South America .| Woman knitting items for sale in South America .|0
4915029510.jpg|0| Three men dressed in surgical gowns operate on a patient .| Three men dressed in surgical gowns operate on a patient .|0
3377263562.jpg|0| A man in an Easter Bunny costume is handing out to candy children .| A man in an Easter Bunny costume is handing out candy to children .|1
4115212373.jpg|0| A young lady is wearing bright pink sunglasses and sitting on a trampoline small .| A young lady is wearing bright pink sunglasses and sitting on a small trampoline .|1
2596619849.jpg|0| Multiple men wearing cowboy hats .| Multiple men wearing cowboy hats .|0
4871136587.jpg|0| Small fishing models float in water .| Small fishing models float in water .|0
3634200287.jpg|0| Two men rehearsing , one wearing a checker broad sweater and the other playing a orange guitar .| Two men rehearsing , one wearing a checker broad sweater and the other playing a orange guitar .|0
791338571.jpg|0| There are naked children playing on a bridge wood .| There are naked children playing on a wood bridge .|1
772403830.jpg|0| A man is taking bread out of stove the .| A man is taking bread out of the stove .|1
4347559524.jpg|0| A little girl is smiling , while running outside .| A little girl is smiling , while running outside .|0
28318358.jpg|0| a skier going down a hill with cable cars in the background| a skier going down a hill with cable cars in the background|0
2952141476.jpg|0| women Several are wrapping themselves up in pink , blue and white ribbon .| Several women are wrapping themselves up in pink , blue and white ribbon .|1
4046071738.jpg|0| A man is doing a flip off a graffiti with wall a city in the background .| A man is doing a flip off a graffiti wall with a city in the background .|1
6142334811.jpg|0| An Asian man is standing on a busy sidewalk as people walk by with bags .| An Asian man is standing on a busy sidewalk as people walk by with bags .|0
4868221574.jpg|0| A skinny brown dog walks across a large piece of fallen tree .| A skinny brown dog walks across a large piece of fallen tree .|0
95783195.jpg|0| Two people and a dog are napping in a public park .| Two people and a dog are napping in a public park .|0
3697902123.jpg|0| Two men a and woman eating cake at a restaurant .| Two men and a woman eating cake at a restaurant .|1
6514004309.jpg|0| A shirtless man wearing a walks vest on a stage with his arms up .| A shirtless man wearing a vest walks on a stage with his arms up .|1
270816949.jpg|0| A crowd sitting in an indoor stadium .| A crowd sitting in an indoor stadium .|0
3670131152.jpg|0| A young Indian girl a in blue dress is pointing and smiling at the camera .| A young Indian girl in a blue dress is pointing and smiling at the camera .|1
380808487.jpg|0| A motocross biker is standing and riding his yellow and red motorcycle .| A motocross biker is standing and riding his yellow and red motorcycle .|0
2260649048.jpg|0| A woman in a dress black is standing in the distance waiting .| A woman in a black dress is standing in the distance waiting .|1
4530802564.jpg|0| A very hairy dog is running a down hall .| A very hairy dog is running down a hall .|1
3534512991.jpg|0| The man a wearing jacket has his hand on the handle of a closed outdoor grill .| The man wearing a jacket has his hand on the handle of a closed outdoor grill .|1
4107333458.jpg|0| woman A and a girl are swinging on a red swing| A woman and a girl are swinging on a red swing|1
2797640772.jpg|0| A person wearing a white jumpsuit is riding fast a moving motorcycle on a racetrack .| A person wearing a white jumpsuit is riding a fast moving motorcycle on a racetrack .|1
5960638447.jpg|0| A man sits behind a wheelbarrow full of vegetables .| A man sits behind a wheelbarrow full of vegetables .|0
527288854.jpg|0| A goalie attempts to a block puck hit by a player at an ice hockey game .| A goalie attempts to block a puck hit by a player at an ice hockey game .|1
4792868400.jpg|0| A man is a fixing bicycle for another man in the snow .| A man is fixing a bicycle for another man in the snow .|1
1685990174.jpg|0| Two are men performing a sound check .| Two men are performing a sound check .|1
3711253664.jpg|0| A woman cooking over an open hearth .| A woman cooking over an open hearth .|0
4548933629.jpg|0| a group of people in white coats holding sheep .| a group of people in white coats holding sheep .|0
4922148937.jpg|0| An elderly person wearing a robe on sitting a stool at the bottom of a stairs .| An elderly person wearing a robe sitting on a stool at the bottom of a stairs .|1
58357057.jpg|0| The girl has a black purse and is sitting on the side of a ledge .| The girl has a black purse and is sitting on the side of a ledge .|0
4475326892.jpg|0| A girl in a red shirt takes a picture on a phone .| A girl in a red shirt takes a picture on a phone .|0
6728804733.jpg|0| An African American man a holds sign about the 4th commandment .| An African American man holds a sign about the 4th commandment .|1
113109101.jpg|0| Young man shows off by diving off cliff a in front of his girl .| Young man shows off by diving off a cliff in front of his girl .|1
2697058141.jpg|0| Brown dog into jumping the pool| Brown dog jumping into the pool|1
6302283809.jpg|0| A boy , an adult and two dogs running through the snow| A boy , an adult and two dogs running through the snow|0
4909512111.jpg|0| A person wearing glasses sits on a train as they read a book .| A person wearing glasses sits on a train as they read a book .|0
372559387.jpg|0| A football game .| A football game .|0
288880576.jpg|0| Two men wearing yellow vests are lounging with their eyes closed in two rickshaws cycle .| Two men wearing yellow vests are lounging with their eyes closed in two cycle rickshaws .|1
4905057832.jpg|0| A group of men in yellow a boat with their dogs .| A group of men in a yellow boat with their dogs .|1
3474132397.jpg|0| A man is backpacking up a grassy hill .| A man is backpacking up a grassy hill .|0
465129973.jpg|0| One of hockey the players just tried to score| One of the hockey players just tried to score|1
1362097957.jpg|0| kid holding handles on two wheeled object| kid holding handles on two wheeled object|0
6360761183.jpg|0| People are standing around outside an object .| People are standing around outside an object .|0
3755475040.jpg|0| An African Boy Is Looking Out From A Wooden Enclosure , He Is Wearing A Chain Necklace .| An African Boy Is Looking Out From A Wooden Enclosure , He Is Wearing A Chain Necklace .|0
3420338549.jpg|0| A damaged car is parked across from people in a gray car .| A damaged car is parked across from people in a gray car .|0
2923497185.jpg|0| Two people stand next to inflatable an obstacle course with hand holds .| Two people stand next to an inflatable obstacle course with hand holds .|1
4612747178.jpg|0| A woman using a hoe near her crops on a farm .| A woman using a hoe near her crops on a farm .|0
539705321.jpg|0| A dog runs for a ball thrown by a small boy .| A dog runs for a ball thrown by a small boy .|0
4637704411.jpg|0| Large brown dog with playing soccer ball in snow| Large brown dog playing with soccer ball in snow|1
187780595.jpg|0| A man wearing an helmet orange is sitting on a crane seat looking down .| A man wearing an orange helmet is sitting on a crane seat looking down .|1
3025315215.jpg|0| A large greyhound dog races wearing a red shirt .| A large greyhound dog races wearing a red shirt .|0
2759616595.jpg|0| A man holds a dog and beer a while sitting in a floral armchair .| A man holds a dog and a beer while sitting in a floral armchair .|1
4931319718.jpg|0| A woman is running towards the base while playing softball .| A woman is running towards the base while playing softball .|0
2123858003.jpg|0| A black and brown dog runs through the woods .| A black and brown dog runs through the woods .|0
2710280476.jpg|0| A woman selling homemade under candy a canopy next to a van .| A woman selling homemade candy under a canopy next to a van .|1
4710342117.jpg|0| A man playing a guitar on stage , wearing a black suit .| A man playing a guitar on stage , wearing a black suit .|0
2662840398.jpg|0| A group of women setting up to perform .| A group of women setting up to perform .|0
2858843359.jpg|0| A woman wearing a yellow sweater and red vest working at a computer .| A woman wearing a yellow sweater and red vest working at a computer .|0
4717499333.jpg|0| military Two men and two young girls are playing monopoly .| Two military men and two young girls are playing monopoly .|1
4566903518.jpg|0| A lady stands at her ice cream stand .| A lady stands at her ice cream stand .|0
412101267.jpg|0| men Two pulling on a net near shore with waves crashing the background| Two men pulling on a net near shore with waves crashing the background|1
3194878400.jpg|0| Three children and trying to open a gift .| Three children and trying to open a gift .|0
